term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1447.6020423238472 1.0230062350935416 
zen 	 7452.777551618593 0.8221880785199407 
motorcycle 	 8576.369131306265 0.8221880785199407 
maintenance 	 4133.467452523513 0.8221880785199407 
pirsig 	 9699.960710993937 0.8221880785199407 
unusual 	 11934.940550501176 0.5174554686276136 
extremely 	 10411.188784486501 0.5174554686276136 
influential 	 10844.097559375203 0.5174554686276136 
troubled 	 15838.220382125859 0.5174554686276136 
entire 	 8714.818302401836 0.5174554686276136 
rational 	 12658.371943861843 0.5174554686276136 
imperial 	 13591.037222750518 0.5174554686276136 
pearl 	 13091.280718750546 0.5174554686276136 
buck 	 5717.579420870844 1.0230062350935416 
offering 	 9234.649173945567 0.5174554686276136 
apologia 	 19399.921421987874 0.5174554686276136 
sorts 	 19399.921421987874 0.5174554686276136 
tzu 	 14905.555103237186 0.5174554686276136 
hsi 	 19399.921421987874 0.5174554686276136 
empress 	 19399.921421987874 0.5174554686276136 
dowager 	 19399.921421987874 0.5174554686276136 
china 	 7873.483006639192 0.5174554686276136 
tactics 	 9687.757391125833 0.5174554686276136 
ruthlessness 	 19399.921421987874 0.5174554686276136 
fails 	 10620.422670014506 0.5174554686276136 
reader 	 10844.097559375203 0.5174554686276136 
thorough 	 11343.854063375175 0.5174554686276136 
understanding 	 7967.460601182277 0.5174554686276136 
chinese 	 9687.757391125833 0.5174554686276136 
psycholo 	 19399.921421987874 0.5174554686276136 
cheever's 	 19399.921421987874 0.5174554686276136 
swimmer 	 19399.921421987874 0.5174554686276136 
deals 	 1008.3888043074993 1.4191490187477267 
compressing 	 19399.921421987874 0.5174554686276136 
afternoon 	 13591.037222750518 0.5174554686276136 
deterioration 	 13091.280718750546 0.5174554686276136 
presentation 	 10029.336182888506 0.5174554686276136 
suburbia 	 19399.921421987874 0.5174554686276136 
alcoholism 	 15838.220382125859 0.5174554686276136 
faerie 	 7919.1101910629295 0.8221880785199407 
queene 	 7919.1101910629295 0.8221880785199407 
astrophil 	 9699.960710993937 0.8221880785199407 
stella 	 9699.960710993937 0.8221880785199407 
bookes 	 9699.960710993937 0.8221880785199407 
ayres 	 19399.921421987874 0.5174554686276136 
society's 	 12658.371943861843 0.5174554686276136 
celebrates 	 19399.921421987874 0.5174554686276136 
ideal 	 9529.579678888533 0.5174554686276136 
imagery 	 11934.940550501176 0.5174554686276136 
alcohol 	 5422.048779687601 0.8221880785199407 
ceremony 	 13091.280718750546 0.5174554686276136 
leslie 	 17152.73826261253 0.5174554686276136 
silko 	 19399.921421987874 0.5174554686276136 
winter 	 12658.371943861843 0.5174554686276136 
welch 	 17152.73826261253 0.5174554686276136 
louise 	 17152.73826261253 0.5174554686276136 
erdrich 	 19399.921421987874 0.5174554686276136 
motif 	 14182.123709876518 0.5174554686276136 
steinbeck's 	 15838.220382125859 0.5174554686276136 
grapes 	 14905.555103237186 0.5174554686276136 
wrath 	 14905.555103237186 0.5174554686276136 
pirsig's 	 17152.73826261253 0.5174554686276136 
comparing 	 11084.35560509757 0.5174554686276136 
contrasting 	 12276.51934226385 0.5174554686276136 
steinbeck 	 7452.777551618593 0.8221880785199407 
pirzig's 	 17152.73826261253 0.5174554686276136 
odysseys 	 15838.220382125859 0.5174554686276136 
betterment 	 15838.220382125859 0.5174554686276136 
race 	 8266.934905047026 0.5174554686276136 
stranger 	 17152.73826261253 0.5174554686276136 
mcmurphy 	 4288.184565653132 1.1653200362906024 
staff 	 6589.989286346884 0.5174554686276136 
camus' 	 7919.1101910629295 0.8221880785199407 
told 	 7873.483006639192 0.5174554686276136 
word 	 9234.649173945567 0.5174554686276136 
images 	 6180.5450288455295 0.5174554686276136 
movements 	 8483.148341171724 0.5174554686276136 
detective 	 5279.406794041954 1.0230062350935416 
tradition 	 4133.467452523513 0.8221880785199407 
evolution 	 3720.287115875245 0.8221880785199407 
predecessors 	 17152.73826261253 0.5174554686276136 
influenced 	 4617.324586972783 0.8221880785199407 
comparisons 	 10620.422670014506 0.5174554686276136 
auguste 	 19399.921421987874 0.5174554686276136 
dupin 	 19399.921421987874 0.5174554686276136 
religion's 	 19399.921421987874 0.5174554686276136 
puritan's 	 19399.921421987874 0.5174554686276136 
writings 	 3176.526559629511 1.0230062350935416 
depicted 	 5812.972473787778 0.8221880785199407 
god 	 9854.050251530272 0.5174554686276136 
winthrop 	 8576.369131306265 0.8221880785199407 
bradstreet 	 17152.73826261253 0.5174554686276136 
jonathan 	 7091.061854938259 0.8221880785199407 
edwards 	 6795.518611375259 0.8221880785199407 
roger 	 7091.061854938259 0.8221880785199407 
emphasizes 	 13591.037222750518 0.5174554686276136 
contribution 	 9687.757391125833 0.5174554686276136 
religious 	 1538.6651098390591 1.2714450032038727 
puritanism 	 19399.921421987874 0.5174554686276136 
sketches 	 14182.123709876518 0.5174554686276136 
edward 	 13091.280718750546 0.5174554686276136 
taylor 	 11084.35560509757 0.5174554686276136 
talks 	 8964.325997765165 0.5174554686276136 
times 	 1318.8678514650537 1.1653200362906024 
chaim 	 19399.921421987874 0.5174554686276136 
potok's 	 9699.960710993937 0.8221880785199407 
promise 	 11625.944947575555 0.5174554686276136 
hasidic 	 17152.73826261253 0.5174554686276136 
jews 	 10620.422670014506 0.5174554686276136 
brooklyn 	 14905.555103237186 0.5174554686276136 
portrayed 	 6329.185971930921 0.8221880785199407 
assimilation 	 13091.280718750546 0.5174554686276136 
conservative 	 11084.35560509757 0.5174554686276136 
chassidim 	 19399.921421987874 0.5174554686276136 
assimilated 	 19399.921421987874 0.5174554686276136 
orthodox 	 14905.555103237186 0.5174554686276136 
studying 	 11934.940550501176 0.5174554686276136 
talmud 	 17152.73826261253 0.5174554686276136 
holden 	 3430.547652522506 1.2714450032038727 
caulfield 	 6466.640473995958 1.0230062350935416 
outcasts 	 19399.921421987874 0.5174554686276136 
culture 	 6349.731240624517 0.5174554686276136 
series 	 3680.260390866253 0.8221880785199407 
introduce 	 11934.940550501176 0.5174554686276136 
adulthood 	 15838.220382125859 0.5174554686276136 
sophisticated 	 11084.35560509757 0.5174554686276136 
pessimis 	 19399.921421987874 0.5174554686276136 
notion 	 5812.972473787778 0.8221880785199407 
electric 	 10029.336182888506 0.5174554686276136 
kool 	 19399.921421987874 0.5174554686276136 
aid 	 7282.396519513192 0.5174554686276136 
acid 	 14905.555103237186 0.5174554686276136 
test 	 7873.483006639192 0.5174554686276136 
wolfe 	 17152.73826261253 0.5174554686276136 
attempting 	 10620.422670014506 0.5174554686276136 
gain 	 9378.761788200212 0.5174554686276136 
individual 	 5446.142389819954 0.5174554686276136 
pitted 	 15838.220382125859 0.5174554686276136 
conformist 	 19399.921421987874 0.5174554686276136 
regulatory 	 10411.188784486501 0.5174554686276136 
hank 	 19399.921421987874 0.5174554686276136 
stamper 	 19399.921421987874 0.5174554686276136 
merchants 	 7091.061854938259 0.8221880785199407 
frederik 	 15838.220382125859 0.5174554686276136 
pohl 	 17152.73826261253 0.5174554686276136 
kornbluth 	 17152.73826261253 0.5174554686276136 
closely 	 4764.789839444266 0.8221880785199407 
reflects 	 12658.371943861843 0.5174554686276136 
advertising 	 4843.878695562917 0.8221880785199407 
powerful 	 9687.757391125833 0.5174554686276136 
deceptive 	 15838.220382125859 0.5174554686276136 
environmentalist 	 15838.220382125859 0.5174554686276136 
nightmarish 	 15838.220382125859 0.5174554686276136 
completely 	 11084.35560509757 0.5174554686276136 
cervantes' 	 15838.220382125859 0.5174554686276136 
quixote 	 15838.220382125859 0.5174554686276136 
tells 	 11084.35560509757 0.5174554686276136 
actual 	 8164.005625111157 0.5174554686276136 
readership 	 17152.73826261253 0.5174554686276136 
reveals 	 10620.422670014506 0.5174554686276136 
jungle's 	 17152.73826261253 0.5174554686276136 
concern 	 7282.396519513192 0.5174554686276136 
quixote's 	 15838.220382125859 0.5174554686276136 
condition 	 7693.325549195296 0.5174554686276136 
wrote 	 10844.097559375203 0.5174554686276136 
passion 	 12658.371943861843 0.5174554686276136 
intensity 	 13091.280718750546 0.5174554686276136 
cervantes 	 17152.73826261253 0.5174554686276136 
leisur 	 17152.73826261253 0.5174554686276136 
thy 	 19399.921421987874 0.5174554686276136 
neighbor's 	 19399.921421987874 0.5174554686276136 
wife 	 10411.188784486501 0.5174554686276136 
gay 	 13591.037222750518 0.5174554686276136 
talese 	 19399.921421987874 0.5174554686276136 
talese's 	 9699.960710993937 0.8221880785199407 
sexual 	 8964.325997765165 0.5174554686276136 
liberation 	 11625.944947575555 0.5174554686276136 
prominence 	 17152.73826261253 0.5174554686276136 
masturbation 	 19399.921421987874 0.5174554686276136 
repression 	 11934.940550501176 0.5174554686276136 
old' 	 19399.921421987874 0.5174554686276136 
adultery 	 15838.220382125859 0.5174554686276136 
addresses 	 9234.649173945567 0.5174554686276136 
limitations 	 10620.422670014506 0.5174554686276136 
confined 	 14182.123709876518 0.5174554686276136 
middle 	 7606.867092154928 0.5174554686276136 
homes 	 10214.643760557617 0.5174554686276136 
housing 	 9687.757391125833 0.5174554686276136 
status 	 2679.841966389793 0.8221880785199407 
fitzgerald 	 13091.280718750546 0.5174554686276136 
shelter 	 12276.51934226385 0.5174554686276136 
simply 	 8596.91439999986 0.5174554686276136 
stay 	 9854.050251530272 0.5174554686276136 
aristocracy 	 14905.555103237186 0.5174554686276136 
wanderlust 	 19399.921421987874 0.5174554686276136 
burr 	 5717.579420870844 1.0230062350935416 
gore 	 6795.518611375259 0.8221880785199407 
vidal 	 8576.369131306265 0.8221880785199407 
fictionalization 	 19399.921421987874 0.5174554686276136 
controversial 	 9378.761788200212 0.5174554686276136 
flattering 	 17152.73826261253 0.5174554686276136 
picture 	 9687.757391125833 0.5174554686276136 
founding 	 14905.555103237186 0.5174554686276136 
fathers' 	 19399.921421987874 0.5174554686276136 
eyes 	 9529.579678888533 0.5174554686276136 
ascribed 	 17152.73826261253 0.5174554686276136 
vidal's 	 9699.960710993937 0.8221880785199407 
continuing 	 8714.818302401836 0.5174554686276136 
battle 	 9529.579678888533 0.5174554686276136 
conformity 	 6795.518611375259 0.8221880785199407 
introduces 	 13091.280718750546 0.5174554686276136 
nurse 	 11934.940550501176 0.5174554686276136 
ratched 	 19399.921421987874 0.5174554686276136 
fromm 	 19399.921421987874 0.5174554686276136 
hospital 	 8164.005625111157 0.5174554686276136 
passivity 	 17152.73826261253 0.5174554686276136 
consequence 	 12276.51934226385 0.5174554686276136 
inhibiting 	 15838.220382125859 0.5174554686276136 
rebe 	 19399.921421987874 0.5174554686276136 
industrialism 	 13591.037222750518 0.5174554686276136 
industrialization 	 11625.944947575555 0.5174554686276136 
connecticut 	 13091.280718750546 0.5174554686276136 
yankee 	 19399.921421987874 0.5174554686276136 
arthur's 	 19399.921421987874 0.5174554686276136 
court 	 5967.878639026522 0.5174554686276136 
condemn 	 17152.73826261253 0.5174554686276136 
squalor 	 19399.921421987874 0.5174554686276136 
injustice 	 4363.760239583516 1.0230062350935416 
wind 	 12658.371943861843 0.5174554686276136 
jamaica 	 14905.555103237186 0.5174554686276136 
hughes 	 13591.037222750518 0.5174554686276136 
lack 	 7058.721630152495 0.5174554686276136 
bizarre 	 14182.123709876518 0.5174554686276136 
terrifying 	 19399.921421987874 0.5174554686276136 
insights 	 11625.944947575555 0.5174554686276136 
psyche 	 19399.921421987874 0.5174554686276136 
rachel 	 19399.921421987874 0.5174554686276136 
bunyan's 	 19399.921421987874 0.5174554686276136 
pilgrim's 	 9699.960710993937 0.8221880785199407 
progress 	 4082.0028125555787 0.8221880785199407 
accepts 	 14182.123709876518 0.5174554686276136 
christ 	 13091.280718750546 0.5174554686276136 
begins 	 10411.188784486501 0.5174554686276136 
confronting 	 11934.940550501176 0.5174554686276136 
vices 	 17152.73826261253 0.5174554686276136 
bunyan 	 19399.921421987874 0.5174554686276136 
seeking 	 8483.148341171724 0.5174554686276136 
debate 	 9378.761788200212 0.5174554686276136 
merits 	 12658.371943861843 0.5174554686276136 
defend 	 13591.037222750518 0.5174554686276136 
encourage 	 10620.422670014506 0.5174554686276136 
salinger's 	 6466.640473995958 1.0230062350935416 
recluse 	 19399.921421987874 0.5174554686276136 
distaste 	 19399.921421987874 0.5174554686276136 
example 	 5720.277441806933 0.5174554686276136 
dislike 	 14905.555103237186 0.5174554686276136 
hypocrisy 	 4727.37456995884 1.0230062350935416 
unfairness 	 19399.921421987874 0.5174554686276136 
caulfield's 	 9699.960710993937 0.8221880785199407 
today's 	 5107.321880278809 0.8221880785199407 
rejects 	 13591.037222750518 0.5174554686276136 
school 	 3009.875872835842 0.8221880785199407 
deceit 	 17152.73826261253 0.5174554686276136 
differs 	 14182.123709876518 0.5174554686276136 
picaresque 	 2836.4247419753037 1.2714450032038727 
emphasis 	 6917.742897243861 0.5174554686276136 
personality 	 9529.579678888533 0.5174554686276136 
temperament 	 15838.220382125859 0.5174554686276136 
preferences 	 14182.123709876518 0.5174554686276136 
lifestyle 	 12276.51934226385 0.5174554686276136 
ginger 	 17152.73826261253 0.5174554686276136 
donleavy 	 19399.921421987874 0.5174554686276136 
lazarillo 	 9699.960710993937 0.8221880785199407 
tormes 	 9699.960710993937 0.8221880785199407 
swindler 	 9699.960710993937 0.8221880785199407 
middletown 	 17152.73826261253 0.5174554686276136 
hard 	 4418.586222861114 0.8221880785199407 
oral 	 10620.422670014506 0.5174554686276136 
depression 	 3540.1408900048355 1.0230062350935416 
dealt 	 11084.35560509757 0.5174554686276136 
economic 	 4847.762311316274 0.5174554686276136 
representative 	 8266.934905047026 0.5174554686276136 
giving 	 7522.654565235558 0.5174554686276136 
accounts 	 9854.050251530272 0.5174554686276136 
brief 	 6292.34921166826 0.5174554686276136 
necessarily 	 11934.940550501176 0.5174554686276136 
belong 	 15838.220382125859 0.5174554686276136 
incorporate 	 13591.037222750518 0.5174554686276136 
earlier 	 7873.483006639192 0.5174554686276136 
advent 	 10214.643760557617 0.5174554686276136 
faye 	 8576.369131306265 0.8221880785199407 
greener 	 9699.960710993937 0.8221880785199407 
nathanial 	 17152.73826261253 0.5174554686276136 
west's 	 17152.73826261253 0.5174554686276136 
locust 	 17152.73826261253 0.5174554686276136 
wests's 	 19399.921421987874 0.5174554686276136 
agents 	 9854.050251530272 0.5174554686276136 
hollywood 	 13591.037222750518 0.5174554686276136 
ambitions 	 13591.037222750518 0.5174554686276136 
shallow 	 15838.220382125859 0.5174554686276136 
essence 	 12658.371943861843 0.5174554686276136 
goddess 	 17152.73826261253 0.5174554686276136 
secrets 	 11343.854063375175 0.5174554686276136 
revealed 	 11084.35560509757 0.5174554686276136 
unrevealed 	 19399.921421987874 0.5174554686276136 
scarlet 	 7091.061854938259 0.8221880785199407 
letter 	 4482.1629988825825 0.8221880785199407 
secrecy 	 14905.555103237186 0.5174554686276136 
hester 	 19399.921421987874 0.5174554686276136 
prynne 	 19399.921421987874 0.5174554686276136 
reveal 	 12276.51934226385 0.5174554686276136 
lover's 	 17152.73826261253 0.5174554686276136 
name 	 6349.731240624517 0.5174554686276136 
chillingsworth's 	 19399.921421987874 0.5174554686276136 
dimmesdale 	 19399.921421987874 0.5174554686276136 
naked 	 5279.406794041954 1.0230062350935416 
lunch 	 8576.369131306265 0.8221880785199407 
searches 	 14905.555103237186 0.5174554686276136 
beat' 	 19399.921421987874 0.5174554686276136 
generation 	 10029.336182888506 0.5174554686276136 
celebration 	 13591.037222750518 0.5174554686276136 
ridicule 	 14182.123709876518 0.5174554686276136 
life's 	 15838.220382125859 0.5174554686276136 
composed 	 11625.944947575555 0.5174554686276136 
backgrounds 	 13091.280718750546 0.5174554686276136 
creation 	 7522.654565235558 0.5174554686276136 
zoroaster 	 19399.921421987874 0.5174554686276136 
teacher 	 10411.188784486501 0.5174554686276136 
depiction 	 14182.123709876518 0.5174554686276136 
zoroastrian 	 19399.921421987874 0.5174554686276136 
practices 	 6987.466014570225 0.5174554686276136 
zoroaster's 	 19399.921421987874 0.5174554686276136 
time 	 3091.2416808335956 0.5174554686276136 
considers 	 8837.172445722228 0.5174554686276136 
herman 	 13591.037222750518 0.5174554686276136 
walt 	 14182.123709876518 0.5174554686276136 
disgust 	 17152.73826261253 0.5174554686276136 
information 	 2692.9500726260717 0.5174554686276136 
shaped 	 10411.188784486501 0.5174554686276136 
moby 	 17152.73826261253 0.5174554686276136 
dick 	 14905.555103237186 0.5174554686276136 
whitman's 	 15838.220382125859 0.5174554686276136 
poetry 	 12658.371943861843 0.5174554686276136 
realist 	 17152.73826261253 0.5174554686276136 
language 	 6987.466014570225 0.5174554686276136 
impressions 	 15838.220382125859 0.5174554686276136 
participles 	 19399.921421987874 0.5174554686276136 
sentences 	 11934.940550501176 0.5174554686276136 
diffusion 	 17152.73826261253 0.5174554686276136 
theatrical 	 14905.555103237186 0.5174554686276136 
charged 	 9378.761788200212 0.5174554686276136 
events 	 5967.878639026522 0.5174554686276136 
blue 	 9687.757391125833 0.5174554686276136 
hotel 	 13091.280718750546 0.5174554686276136 
ward 	 13091.280718750546 0.5174554686276136 
microcosm 	 17152.73826261253 0.5174554686276136 
outside 	 7693.325549195296 0.5174554686276136 
asylum 	 14905.555103237186 0.5174554686276136 
kesey's 	 19399.921421987874 0.5174554686276136 
individuals 	 7360.520781732506 0.5174554686276136 
adjust 	 11934.940550501176 0.5174554686276136 
revolt 	 13591.037222750518 0.5174554686276136 
combine 	 11934.940550501176 0.5174554686276136 
try 	 8964.325997765165 0.5174554686276136 
drowned 	 9699.960710993937 0.8221880785199407 
ballard 	 15838.220382125859 0.5174554686276136 
rider 	 9699.960710993937 0.8221880785199407 
spirits 	 14182.123709876518 0.5174554686276136 
flux 	 14905.555103237186 0.5174554686276136 
anchor 	 14905.555103237186 0.5174554686276136 
chalker 	 19399.921421987874 0.5174554686276136 
british 	 7967.460601182277 0.5174554686276136 
graphic 	 11084.35560509757 0.5174554686276136 
dehumanization 	 14905.555103237186 0.5174554686276136 
carried 	 10029.336182888506 0.5174554686276136 
imaginary 	 15838.220382125859 0.5174554686276136 
aftermath 	 11343.854063375175 0.5174554686276136 
following 	 4775.714901860243 0.5174554686276136 
august 	 7522.654565235558 0.5174554686276136 
wiliam 	 19399.921421987874 0.5174554686276136 
ralph 	 13091.280718750546 0.5174554686276136 
ellison 	 15838.220382125859 0.5174554686276136 
norman 	 12658.371943861843 0.5174554686276136 
mailer 	 19399.921421987874 0.5174554686276136 
ruins 	 19399.921421987874 0.5174554686276136 
sex 	 9378.761788200212 0.5174554686276136 
myst 	 19399.921421987874 0.5174554686276136 
nixon 	 5422.048779687601 0.8221880785199407 
power 	 4670.559737868519 0.5174554686276136 
achievements 	 13591.037222750518 0.5174554686276136 
architects 	 15838.220382125859 0.5174554686276136 
downfalls 	 19399.921421987874 0.5174554686276136 
conversations 	 14905.555103237186 0.5174554686276136 
public 	 3497.0205902904827 0.5174554686276136 
paralleled 	 19399.921421987874 0.5174554686276136 
family's 	 17152.73826261253 0.5174554686276136 
modeled 	 7452.777551618593 0.8221880785199407 
drieser's 	 19399.921421987874 0.5174554686276136 
brother's 	 19399.921421987874 0.5174554686276136 
circles 	 13591.037222750518 0.5174554686276136 
dreamers 	 19399.921421987874 0.5174554686276136 
fowles 	 19399.921421987874 0.5174554686276136 
lieutenant's 	 19399.921421987874 0.5174554686276136 
echoes 	 19399.921421987874 0.5174554686276136 
playwright 	 14182.123709876518 0.5174554686276136 
bertolt 	 17152.73826261253 0.5174554686276136 
brecht 	 14182.123709876518 0.5174554686276136 
adults 	 10214.643760557617 0.5174554686276136 
set 	 4811.538470777153 0.5174554686276136 
near 	 7873.483006639192 0.5174554686276136 
arranging 	 19399.921421987874 0.5174554686276136 
civilization 	 9687.757391125833 0.5174554686276136 
descent 	 14905.555103237186 0.5174554686276136 
savagery 	 19399.921421987874 0.5174554686276136 
eventual 	 11625.944947575555 0.5174554686276136 
rescue 	 11934.940550501176 0.5174554686276136 
top 	 3028.288246484872 0.5174554686276136 
experienced 	 3933.3618694701863 0.5174554686276136 
microsoft 	 2095.285793900494 0.8221880785199407 
internet 	 3356.0418573818497 0.5174554686276136 
explorer 	 4342.806126971542 0.5174554686276136 
msie30 	 4342.806126971542 0.5174554686276136 
http 	 1422.4561469851299 0.5174554686276136 
www 	 1409.8167547575688 0.5174554686276136 
com 	 521.6141011339554 1.0230062350935416 
htm 	 2126.94688277205 0.5174554686276136 
start 	 3497.0205902904827 0.5174554686276136 
send 	 3425.7649747082137 0.5174554686276136 
comments 	 1223.2131021201576 1.0230062350935416 
mailto 	 2355.1214258738037 0.5174554686276136 
updated 	 3473.0942824315907 0.5174554686276136 
copyright 	 2528.5317424849004 0.5174554686276136 
asm 	 4342.806126971542 0.5174554686276136 
communications 	 3473.0942824315907 0.5174554686276136 
rights 	 2986.988324914445 0.5174554686276136 
reserved 	 3594.531700169738 0.5174554686276136 
